samp_country,category,fermented_food_type,sample_id,absolute-filepath
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.61.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.109.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.98.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.5.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.79.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.99.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.76.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.75.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.2.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.14.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.73.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.74.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.21.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.71.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.39.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.8.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.95.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.43.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.12.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.68.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.46.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.106.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.110.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.94.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.108.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.18.fa
Laos,fermented fish,Fermented_fish_sauce,MS003-2,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS003-2/metabat2.32.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.11.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.13.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.28.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.33.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.10.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.4.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.6.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.16.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.1.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.35.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.34.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.15.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.7.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.19.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.25.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.27.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.31.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.23.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.9.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.29.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.36.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.24.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.20.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.22.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.3.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.17.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.26.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.30.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.5.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.2.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.14.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.21.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.8.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.12.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.18.fa
Laos,fermented fish,Fermented_fish_sauce,MS001-3,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/MS001-3/metabat2.32.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.11.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.66.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.13.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.63.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.54.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.28.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.33.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.10.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.67.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.48.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.60.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.47.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.42.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.4.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.55.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.57.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.62.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.69.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.6.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.16.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.37.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.52.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.58.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.59.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.41.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.72.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.1.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.49.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.35.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.53.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.34.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.44.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.15.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.7.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.19.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.51.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.25.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.70.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.38.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.64.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.50.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.56.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.65.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.27.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.31.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.40.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.23.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.45.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.9.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.29.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.36.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.24.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.20.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.22.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.3.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.17.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.26.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.30.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.61.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.5.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.2.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.14.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.73.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.74.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.21.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.71.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.39.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.8.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.43.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.12.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.68.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.46.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.18.fa
Thailand,fermented fish,Fermented_fish_(Pla_Som)_from_grass_carp,M010,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/M010/metabat2.32.fa
Benin,fermented fish,Lanhouin,B039_Aa_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B039_Aa_Gp_La/metabat2.4.fa
Benin,fermented fish,Lanhouin,B039_Aa_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B039_Aa_Gp_La/metabat2.6.fa
Benin,fermented fish,Lanhouin,B039_Aa_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B039_Aa_Gp_La/metabat2.1.fa
Benin,fermented fish,Lanhouin,B039_Aa_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B039_Aa_Gp_La/metabat2.7.fa
Benin,fermented fish,Lanhouin,B039_Aa_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B039_Aa_Gp_La/metabat2.9.fa
Benin,fermented fish,Lanhouin,B039_Aa_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B039_Aa_Gp_La/metabat2.3.fa
Benin,fermented fish,Lanhouin,B039_Aa_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B039_Aa_Gp_La/metabat2.5.fa
Benin,fermented fish,Lanhouin,B039_Aa_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B039_Aa_Gp_La/metabat2.2.fa
Benin,fermented fish,Lanhouin,B039_Aa_Gp_La,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/B039_Aa_Gp_La/metabat2.8.fa
Thailand,fermented meat,Fermented_pork_(Nham_Moo),A001,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/A001/metabat2.11.fa
Thailand,fermented meat,Fermented_pork_(Nham_Moo),A001,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/A001/metabat2.66.fa
Thailand,fermented meat,Fermented_pork_(Nham_Moo),A001,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/A001/metabat2.13.fa
Thailand,fermented meat,Fermented_pork_(Nham_Moo),A001,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/A001/metabat2.63.fa
Thailand,fermented meat,Fermented_pork_(Nham_Moo),A001,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/A001/metabat2.54.fa
Thailand,fermented meat,Fermented_pork_(Nham_Moo),A001,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/A001/metabat2.105.fa
Thailand,fermented meat,Fermented_pork_(Nham_Moo),A001,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/A001/metabat2.100.fa
Thailand,fermented meat,Fermented_pork_(Nham_Moo),A001,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/A001/metabat2.28.fa
Thailand,fermented meat,Fermented_pork_(Nham_Moo),A001,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/A001/metabat2.33.fa
Thailand,fermented meat,Fermented_pork_(Nham_Moo),A001,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/A001/metabat2.10.fa
Thailand,fermented meat,Fermented_pork_(Nham_Moo),A001,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/A001/metabat2.67.fa
Thailand,fermented meat,Fermented_pork_(Nham_Moo),A001,/home/jovyan/Interplanetary_Microbiome/data/raw/PacBio_MAGs/A001/metabat2.48.fa
